"Artikelnummer";"Artikelbeschreibung";"Menge";"Einzelpreis";"Rabatt in %";"RechnungsNr"
8856;"Motoröl";3,50;5,50;0;11720
8857;"Ölfilter";1,00;5,40;0;11720
8858;"Ölverlust geprüft";0,00;0,00;0;11721
8859;"V.Deckeldichtung erneuert";0,00;0,00;0;11721
8860;"Rippenriemen erneuert";0,00;0,00;0;11721
8861;"Ventildeckeldichtung";1,00;11,50;0;11721
8862;"Rippenriemen";1,00;23,00;0;11721
8863;"Motoröl";1,00;5,50;0;11721
8864;"Unfallschaden vorn links beseitigen";0,00;0,00;0;11722
8865;"Kotflügel links erneuern und lackieren";0,00;0,00;0;11722
8866;"Kotflügel";1,00;114,00;0;11722
8867;"Unterbodenschutz";1,00;10,00;0;11722
8868;"Kleinteile";1,00;5,00;0;11722
8869;"Unfallschaden links beseitigen";0,00;0,00;0;11723
8870;"Tür und Seitenteil ausbeulen und lackieren";0,00;0,00;0;11723
8871;"Tür und Seitenteilleiste erneuern";0,00;0,00;0;11723
8872;"Türleiste";1,00;26,45;0;11723
8873;"Seitenteilleiste";1,00;22,50;0;11723
8874;"Hohlraumversiegelung";1,00;5,00;0;11723
8875;"Wischblatt erneuert";0,00;0,00;0;11724
8876;"Winterreifen aufgezogen";0,00;0,00;0;11724
8877;"Wischblatt";1,00;21,00;0;11724
8878;"Motoröl  und Filter gewechselt";0,00;0,00;0;11725
8879;"Zündkerzen geprüft und erneuert";0,00;0,00;0;11725
8880;"Wischblätter vorn erneuert";0,00;0,00;0;11725
8881;"Bremsklötze vorn erneuert";0,00;0,00;0;11725
8882;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;11725
8883;"Achsmanschette vorn links erneuert";0,00;0,00;0;11725
8884;"Achsmanschettensatz";1,00;16,00;0;11725
8885;"Bremsklötze";1,00;46,00;0;11725
8886;"Zündkerzen";4,00;3,70;0;11725
8887;"Motoröl";3,50;5,50;0;11725
8888;"Ölfilter";1,00;3,85;0;11725
8889;"Wischblättersatz";1,00;16,00;0;11725
8890;"Reifen 175/65R14T Lassa";2,00;40,00;0;11725
8891;"Wuchten und Montage";2,00;7,00;0;11725
8892;"Fensterheber links erneuert";0,00;0,00;0;11726
8893;"Inspektion ausgeführt";0,00;0,00;0;11726
8894;"Steuerriemen und Spannrolle erneuert";0,00;0,00;0;11726
8895;"Steuerriemen";1,00;31,60;0;11726
8896;"Spannrolle";1,00;51,40;0;11726
8897;"Fensterheber";1,00;76,50;0;11726
8898;"Motoröl";4,50;5,50;0;11726
8899;"Ölfilter";1,00;7,80;0;11726
8900;"Zündkerzen";4,00;4,80;0;11726
8901;"Luftfilter";1,00;16,50;0;11726
8902;"Inspektion ausgeführt";0,00;0,00;0;11727
8903;"Motoröl und Filter gewechselt";0,00;0,00;0;11727
8904;"Motoröl";5,30;6,50;0;11727
8905;"Ölfilter";1,00;7,40;0;11727
8906;"Luftfilter";1,00;16,50;0;11727
8907;"Unfallschaden rechts instandsetzen";0,00;0,00;0;11728
8908;"Tür  rechts ausbeulen und lackieren";0,00;0,00;0;11728
8909;"Außenspiegel rechts lackieren";0,00;0,00;0;11728
8910;"Türleiste";1,00;24,70;0;11728
8911;"Hohlraumversiegelung";1,00;5,00;0;11728
8912;"Kleinteile";1,00;5,00;0;11728
8913;"Steuerriemen und Spannrolle gewechselt";0,00;0,00;0;11729
8914;"Rippenriemen und Spanner erneuert";0,00;0,00;0;11729
8915;"Fahrzeug Winterfest gestellt";0,00;0,00;0;11729
8916;"Zündschloß geschmiert";0,00;0,00;0;11729
8917;"Bremsklötze und Bremsscheiben vorn erneuert";0,00;0,00;0;11729
8918;"Innenraumfilter geprüft und erneuert";0,00;0,00;0;11729
8919;"Steuerriemen mit Spannrolle";1,00;79,00;0;11729
8920;"Rippenriemen";1,00;22,50;0;11729
8921;"Spanner für Rippenriemen";1,00;63,40;0;11729
8922;"Bremsklötze";1,00;42,00;0;11729
8923;"Bremsscheiben";2,00;35,00;0;11729
8924;"Innenraumfilter";1,00;12,80;0;11729
8925;"Leerlaufsteller geprüft und erneuert";0,00;0,00;0;11730
8926;"Leerlaufsteller";1,00;92,00;0;11730
8927;"Reifen erneuert und gewuchtet";0,00;0,00;0;11731
8928;"Reifen Lassa 225/70R15C";4,00;65,00;0;11731
8929;"Wuchten und Montage";4,00;6,00;0;11731
8930;"Unfallschaden vorn beseitigt";0,00;0,00;0;11732
8931;"Scheinwerfer  rechts erneuert";0,00;0,00;0;11732
8932;"Stoßfänger vorn erneuert und lackiert";0,00;0,00;0;11732
8933;"Stoßfängerverstärkung erneuert";0,00;0,00;0;11732
8934;"Kotflügel rechts gerichtet und lackiert";0,00;0,00;0;11732
8935;"Stoßfänger";1,00;234,50;0;11732
8936;"Stoßfängerverstärkung";1,00;116,60;0;11732
8937;"Scheinwerfer";1,00;141,40;0;11732
8938;"Nebelscheinwerfer";1,00;45,50;0;11732
8939;"Rahmen für Nebelscheinwerfer rechts";1,00;12,60;0;11732
8940;"Reifen hinten erneuert und gewuchtet";0,00;0,00;0;11733
8941;"Reifen Dunlop 245/40R18W  D1  DSST";2,00;247,00;0;11733
8942;"Wuchten und Montage";2,00;10,00;0;11733
8943;"Bremssattel hinten rechts erneuert";0,00;0,00;0;11734
8944;"Bremssattel";1,00;128,00;0;11734
8945;"Bremsflüssigkeit";1,00;5,00;0;11734
8946;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11735
8947;"AU ausgeführt";0,00;0,00;0;11735
8948;"Stuerriemen und Spannrolle erneuert";0,00;0,00;0;11735
8949;"Steuerriemenkit";1,00;82,00;0;11735
8950;"AU";1,00;25,00;0;11735
8951;"Winterreifen aufgezogen und gewuchtet";0,00;0,00;0;11736
8952;"Reifen Hankook 205/55R16H";4,00;84,48;0;11736
8953;"Wuchten und Montage";4,00;6,00;0;11736
8954;"AU ausgeführt";1,00;25,00;0;11737
8955;"AU ausgeführt";1,00;25,00;0;11738
8956;"Steuerriemen und Spannrollen erneuert";0,00;0,00;0;11739
8957;"Steuerriemenkit";1,00;122,00;0;11739
8958;"AU ausgeführt";0,00;0,00;0;11740
8959;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11740
8960;"AU";1,00;25,00;0;11740
8961;"TÜV-Vergütung";1,00;5,60;0;11740
8962;"TÜV-Gebühr";1,00;43,00;0;11741
8963;"Inspektion ausgeführt";0,00;0,00;0;11742
8964;"Achsmanschetten vorn links und rechts erneuert";0,00;0,00;0;11742
8965;"AU ausgeführt";0,00;0,00;0;11742
8966;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;11742
8967;"Motoröl";3,50;5,70;0;11742
8968;"Ölfilter";1,00;7,60;0;11742
8969;"Zündkerzen";4,00;3,50;0;11742
8970;"Luftfilter";1,00;13,70;0;11742
8971;"Frostschutz Waschanl";1,00;3,50;0;11742
8972;"Achsmanschettensätze";2,00;14,80;0;11742
8973;"AU";1,00;25,00;0;11742
8974;"TÜV-Vergütung";1,00;4,31;0;11742
8975;"TÜV-Gebühr";1,00;45,00;0;11743
8976;"Rippenriemen erneuert";0,00;0,00;0;11745
8977;"Inspektion ausgeführt";0,00;0,00;0;11745
8978;"Winterreifen montiert";0,00;0,00;0;11745
8979;"Bremssattel vorn links gangbar gemacht";0,00;0,00;0;11745
8980;"Bremsklötze vorn erneuert";0,00;0,00;0;11745
8981;"Rippenriemen";1,00;18,00;0;11745
8982;"Motoröl";4,50;5,00;0;11745
8983;"Ölfilter";1,00;10,90;0;11745
8984;"Luftfilter";1,00;13,80;0;11745
8985;"Bremsklötze";1,00;44,00;0;11745
8986;"Frostschutz Waschanl.";1,00;2,00;0;11745
8987;"Unfallschaden hinten rechts beseitigen";0,00;0,00;0;11746
8988;"Seitenteil hinten rechts lackieren";0,00;0,00;0;11746
8989;"Stoßfänger ab-und anbauen";0,00;0,00;0;11746
8990;"Stoßfänger lackieren";0,00;0,00;0;11746
8991;"Kleinteile";1,00;5,00;0;11746
8992;"Unfallschaden vorn beseitigt";0,00;0,00;0;11747
8993;"Scheinwerfer vorn erneuert";0,00;0,00;0;11747
8994;"Scheinwerfer";2,00;159,00;0;11747
8995;"Birne  H4";2,00;6,80;0;11747
8996;"H3  Birne";2,00;4,70;0;11747
8997;"Birne 12V21W";2,00;2,40;0;11747
8998;"Birne12V 3W";2,00;1,50;0;11747
8999;"Elektroanschluß der Anhängerk. neu geschaltet";0,00;0,00;0;11748
9000;"Hänger TÜV vorgeführt";0,00;0,00;0;11750
9001;"Reifen hinten rechts vulkanisiert";0,00;0,00;0;11750
9002;"Vulkanisieren";1,00;13,00;0;11750
9003;"TÜV-Vergütung";1,00;4,31;0;11750
9004;"Motoröl";1,00;5,50;0;11750
9005;"TÜV-Gebühr";2,00;21,90;0;11751
9006;"Vor-und Endschalldämpfer erneuert";0,00;0,00;0;11752
9007;"Motoröl und Filter gewechselt";0,00;0,00;0;11752
9008;"Vorschalldämpfer";1,00;178,00;0;11752
9009;"Endschalldämpfer";1,00;166,00;0;11752
9010;"Dichtung";1,00;2,80;0;11752
9011;"Motoröl";4,75;5,00;0;11752
9012;"Ölfilter";1,00;6,90;0;11752
9013;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11753
9014;"AU ausgeführt";0,00;0,00;0;11753
9015;"Wasserablauf vorn rechts gereinigt";0,00;0,00;0;11753
9016;"AU";1,00;25,00;0;11753
9017;"TÜV-Vergütung";1,00;5,60;0;11753
9018;"TÜV-Gebühr";1,00;43,00;0;11754
9019;"90.000km Iinspektiion ausgeführt";0,00;0,00;0;11755
9020;"Freisprechanlage eingebaut";0,00;0,00;0;11755
9021;"Motoröl";3,50;8,90;0;11755
9022;"Ölfilter";1,00;6,50;0;11755
9023;"Zündkerzen";4,00;4,90;0;11755
9024;"Innenraumfilter";1,00;21,00;0;11755
9025;"Luftfilter";1,00;16,50;0;11755
9026;"Freisprechanlage";1,00;148,00;0;11755
9027;"Antenne";1,00;26,40;0;11755
9028;"Bremsflüssigkeit";1,00;17,00;0;11755
9029;"Bremsklötze vorn und hinten erneuert";0,00;0,00;0;11756
9030;"Innenraumfilter erneuert";0,00;0,00;0;11756
9031;"Klimadesinfektion ausgeführt";0,00;0,00;0;11756
9032;"Durchsicht ausgeführt";0,00;0,00;0;11756
9033;"Bremsklötze vorn";1,00;56,00;0;11756
9034;"Bremsklötze hinten";1,00;44,00;0;11756
9035;"Innenraumfilter";1,00;21,00;0;11756
9036;"Klimadesinfektion";1,00;25,00;0;11756
9037;"Motoröl  (Mitnahme)";11,00;4,00;0;11756
9038;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;11757
9039;"AU ausgeführt";0,00;0,00;0;11757
9040;"Bremsschläuche hinten erneuert und Anlage entlüftet";0,00;0,00;0;11757
9041;"Gelenkbuchsen vorn erneuert";0,00;0,00;0;11757
9042;"Buchsen";2,00;21,00;0;11757
9043;"Bremsschläuche hinten";2,00;18,50;0;11757
9044;"AU";1,00;27,00;0;11757
9045;"TÜV-Vergütung";1,00;5,60;0;11757
9046;"TÜV-Gebühr";1,00;43,00;0;11758
9047;"Nebelscheinwerfer angeschlossen";0,00;0,00;0;11759
9048;"Schalter für Nebelscheinwerfer erneuert";0,00;0,00;0;11759
9049;"Vorderachsbuchsen erneuert";0,00;0,00;0;11759
9050;"Motoröl und Filter gewechselt";0,00;0,00;0;11759
9051;"Innenraumfilter erneuert";0,00;0,00;0;11759
9052;"Lichtschalter";1,00;57,50;0;11759
9053;"Motoröl";4,50;5,50;0;11759
9054;"Ölfilter";1,00;7,00;0;11759
9055;"Buchsen";1,00;22,00;0;11759
9056;"Innenraumfilter";1,00;21,00;0;11759
9057;"Unfallschaden hinten beseitigen";0,00;0,00;0;11760
9058;"Stoßfänger und Halter erneuern";0,00;0,00;0;11760
9059;"Stoßfänger";1,00;249,00;0;11760
9060;"Halter links";1,00;12,50;0;11760
9061;"Halter rechts";1,00;16,80;0;11760
9062;"Inspektion ausgeführt";0,00;0,00;0;11761
9063;"Bremsklötze vorn und hinten erneuert";0,00;0,00;0;11761
9064;"Zündkerzen";4,00;5,50;0;11761
9065;"Luftfilter";1,00;14,70;0;11761
9066;"Iinnenraumfilter";1,00;18,00;0;11761
9067;"Bremsklötze vorn";1,00;51,00;0;11761
9068;"Verschleißkabel";2,00;1,50;0;11761
9069;"Bremsklötze hinten";1,00;0,00;0;11761
9070;"Wischblatt";1,00;19,00;0;11761
9071;"Auspuffvorderrohr erneuert";0,00;0,00;0;11762
9072;"Auspufvorderrohr";1,00;61,00;0;11762
9073;"Auspuffschelle";1,00;8,70;0;11762
9074;"Bremsklötze hinten erneuert";0,00;0,00;0;11763
9075;"Bremsklötze";1,00;84,00;0;11763
9076;"Inspektion ausgeführt";0,00;0,00;0;11764
9077;"Motoröl und Filter gewechselt";0,00;0,00;0;11764
9078;"Zündkerzen erneuert";0,00;0,00;0;11764
9079;"Wischblätter erneuert";0,00;0,00;0;11764
9080;"Fahrzeug Winterfest gestellt";0,00;0,00;0;11764
9081;"Motoröl";4,25;5,50;0;11764
9082;"Ölfilter";1,00;6,50;0;11764
9083;"Zündkerzen";4,00;4,30;0;11764
9084;"Luftfilter";1,00;13,70;0;11764
9085;"Wischblätter";1,00;14,00;0;11764
9086;"Frostschutz Waschanl.";1,00;2,00;0;11764
9087;"Reifen erneuert und gewuchtet";0,00;0,00;0;11765
9088;"Winterreifen Hankook 205/55R16 incl.Montage";1,00;344,82;0;11765
9089;"Inspektion ausgeführt";0,00;0,00;0;11766
9090;"Motoröl und Filter gewechselt";0,00;0,00;0;11766
9091;"Bremsklötze vorn erneuert";0,00;0,00;0;11766
9092;"Wasserpumpe erneuert";0,00;0,00;0;11766
9093;"Motoröl";4,00;5,50;0;11766
9094;"Ölfilter";1,00;5,50;0;11766
9095;"Luftfilter";1,00;14,80;0;11766
9096;"Innenraumfilter";1,00;11,80;0;11766
9097;"Bremsklötze";1,00;43,00;0;11766
9098;"Wasserpumpe";1,00;82,00;0;11766
9099;"Frostschutz";3,00;2,80;0;11766
9100;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11767
9101;"AU ausgeführt";0,00;0,00;0;11767
9102;"Bremsklötze vorn erneuert";0,00;0,00;0;11767
9103;"Mittelschalldämpfer erneuert";0,00;0,00;0;11767
9104;"AU";1,00;25,00;0;11767
9105;"Mittelschalldämpfer";1,00;81,00;0;11767
9106;"Bremsklötze";1,00;42,00;0;11767
9107;"Auspuffschelle";1,00;2,50;0;11767
9108;"TÜV-Gebühr";1,00;49,50;0;11768
9109;"Zündanlage geprüft und instandgesetzt";0,00;0,00;0;11769
9110;"Verteilerkappe";1,00;42,00;0;11769
9111;"Verteilerfinger";1,00;6,90;0;11769
9112;"-----Hydrostößel defekt-----";0,00;0,00;0;11769
9113;"Zylinderkopfdichtung geprüft und erneuert";0,00;0,00;0;11770
9114;"Ausgleichsbehälter erneuert";0,00;0,00;0;11770
9115;"Batterie erneuert";0,00;0,00;0;11770
9116;"Zylinderkopfdichtungssatz";1,00;107,00;0;11770
9117;"Kopfschraubensatz";1,00;44,00;0;11770
9118;"Kühlerfrostschutz";4,00;3,50;0;11770
9119;"Ausgleichsbehälter";1,00;34,60;0;11770
9120;"Batterie";1,00;48,00;0;11770
9121;"TÜV-Gebühr";1,00;38,50;0;11771
9122;"Unfallschaden hinten rechts beseitigen";0,00;0,00;0;11772
9123;"Stoßfänger hinten lackieren";0,00;0,00;0;11772
9124;"Fahrzeug Winterfest gestellt";0,00;0,00;0;11773
9125;"Winterreifen hinten erneuert";0,00;0,00;0;11773
9126;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11773
9127;"AU ausgeführt";0,00;0,00;0;11773
9128;"Winterreifen  2255/60R16 Bridgestone";2,00;126,00;0;11773
9129;"Wuchten und Montage";2,00;8,00;0;11773
9130;"AU";1,00;25,00;0;11773
9131;"Frostschutz Waschanlage";1,00;2,00;0;11773
9132;"GTÜ Vergütung";1,00;5,60;0;11773
9133;"GTÜ-Gebühr";1,00;43,00;0;11774
9134;"Batterie 12V62AH";1,00;58,60;0;11775
9135;"Motoröl und Filter gewechselt";0,00;0,00;0;11776
9136;"Winterreifen montiert";0,00;0,00;0;11776
9137;"Motoröl";3,50;5,50;0;11776
9138;"Ölfilter";1,00;5,20;0;11776
9139;"Winterreifen montieren";1,00;11,21;0;11776
9140;"Winterreifen  erneuert";0,00;0,00;0;11777
9141;"Winterreifen  Vredestein 195/65R15T";4,00;57,00;0;11777
9142;"Wuchten und Montage";4,00;8,00;0;11777
9143;"Winterreifen aufgezogen und gewuchtet";0,00;0,00;0;11778
9144;"Reifen Uniroyal 155/65R14T";4,00;42,00;0;11778
9145;"Wuchten und Montage";4,00;6,00;0;11778
9146;"Tandemachsen erneuert";0,00;0,00;0;11779
9147;"Rückleuchte rechts erneuert";0,00;0,00;0;11779
9148;"Heckträger gerichtet";0,00;0,00;0;11779
9149;"Tandemachsen";1,00;650,00;0;11779
9150;"Rückleuchte";1,00;21,50;0;11779
9151;"Tandemachsen erneuert";0,00;0,00;0;11780
9152;"Rückleuchte rechts erneuert";0,00;0,00;0;11780
9153;"Rückwand und Radlauf hinten rechts gerichtet";0,00;0,00;0;11780
9154;"Tandemachsen";1,00;650,00;0;11780
9155;"Rückleuchte";1,00;21,00;0;11780
9156;"Bremsbacken und Radbremszylinder hinten erneuert";0,00;0,00;0;11781
9157;"Radbremszylinder";2,00;41,00;0;11781
9158;"Bremsbacken";1,00;33,00;0;11781
9159;"Bremsflüssigkeit";1,00;5,00;0;11781
9160;"Winterreifen erneuert und gewuchtet";0,00;0,00;0;11782
9161;"Reifen Dunlop SP M2 205/60R16  100/98T";2,00;99,00;0;11782
9162;"Wuchten und Montage";2,00;7,00;0;11782
9163;"Winterreifen erneuert und gewuchtet";0,00;0,00;0;11783
9164;"Winterreifen   145/80R13";4,00;34,00;0;11783
9165;"Wuchten und Montage";4,00;6,00;0;11783
9166;"Motoröl und Filter gewechselt";0,00;0,00;0;11784
9167;"Frostschutz aufgefüllt";0,00;0,00;0;11784
9168;"Zigarettenanzünder eingebaut";0,00;0,00;0;11784
9169;"Motoröl";4,00;5,00;0;11784
9170;"Ölfilter";1,00;9,00;0;11784
9171;"Kühlerfrostschutz";4,00;3,50;0;11784
9172;"Motoröl und Filter gewechselt
Motoröl und Filter gewechselt";0,00;0,00;0;11785
9173;"Motoröl";3,50;5,50;0;11785
9174;"Ölfilter";1,00;5,80;0;11785
9175;;;0,00;0;11785
9176;;;0,00;0;11785
9177;;;0,00;0;11785
9178;"Motoröl und Filter gewechselt";0,00;0,00;0;11786
9179;"Winterreifen angebaut";0,00;0,00;0;11786
9180;"Winterreifen hinten erneuert";0,00;0,00;0;11786
9181;"Motoröl";3,50;5,50;0;11786
9182;"Ölfilter";1,00;4,70;0;11786
9183;"Reifen 175/70R13 Hankook";2,00;41,00;0;11786
9184;"Wuchten und Montage";2,00;6,00;0;11786
9185;"Lenkgetriebe erneuert";0,00;0,00;0;11787
9186;"Klimaanalge geprüft und Hochdruckauffüllventil ern.,";0,00;0,00;0;11787
9187;"Lenkgetriebe";1,00;468,00;0;11787
9188;"Lenköl";1,00;10,00;0;11787
9189;"Klimaventil";1,00;7,80;0;11787
9190;"Klimafüllung";1,00;40,00;0;11787
9191;"Lautsprecher hinten";;0,00;0;11788
9192;"Unfallschaden vorn links beseitigt";0,00;0,00;0;11789
9193;"Stoßfänger vorn erneuert";0,00;0,00;0;11789
9194;"Blinkleuchte vornlinks erneuert";0,00;0,00;0;11789
9195;"Kotflügel links gerichtet und lackiert";0,00;0,00;0;11789
9196;"Blinkleuchte";1,00;22,50;0;11789
9197;"Stoßfänger";1,00;181,00;0;11789
9198;"Kleinteile";1,00;5,00;0;11789
9199;"Stoßdämpfer vorn erneuert";0,00;0,00;0;11790
9200;"Stoßdämpfer";2,00;68,00;0;11790
9201;"Schmutzkappen";2,00;8,00;0;11790
9202;"Unfallschaden hinten  beseitigt";0,00;0,00;0;11791
9203;"Kofferraumboden gerichtet";0,00;0,00;0;11791
9204;"Heckblech erneuert und lackiert";0,00;0,00;0;11791
9205;"Stoßfänger erneuert und lackiert";0,00;0,00;0;11791
9206;"Heckklappe gerichtet und lackiert";0,00;0,00;0;11791
9207;"Stoßfänger";1,00;167,00;0;11791
9208;"Stoßfängerträger";1,00;74,00;0;11791
9209;"Abschlußblech";1,00;42,00;0;11791
9210;"Schloßzapfen";1,00;5,30;0;11791
9211;"Kleinteile";1,00;15,00;0;11791
9212;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;11792
9213;"AU ausgeführt";0,00;0,00;0;11792
9214;"Felgen erneuert";0,00;0,00;0;11792
9215;"Druckstange vorn rechts erneuert";0,00;0,00;0;11792
9216;"AU";1,00;20,00;0;11792
9217;"Felgen";4,00;42,00;0;11792
9218;"Wuchten und Montage";4,00;6,00;0;11792
9219;"Druckstange";1,00;32,00;0;11792
9220;"TÜV-Vergütung";1,00;5,60;0;11792
9221;"TÜV-Gebühr";1,00;43,00;0;11793
9222;"Winterreifen erneuert und gewuchtet";0,00;0,00;0;11794
9223;"Fahrzeug Winterfest gestellt";0,00;0,00;0;11794
9224;"Handbremse eingestellt";0,00;0,00;0;11794
9225;"Reifen Lassa 185/65R14";4,00;49,00;0;11794
9226;"Wuchten und Montage";4,00;7,00;0;11794
9227;"Scheinwerfer und Blinkleuchte vorn links erneuert";0,00;0,00;0;11795
9228;"Scheinwerfer";1,00;141,00;0;11795
9229;"Blinkleuchte";1,00;29,00;0;11795
9230;"Radhausverkleidung  rechts  erneuert";0,00;0,00;0;11796
9231;"Verkleidung";1,00;24,70;0;11796
9232;"Navi  CD 20004-20005";1,00;111,00;0;11796
9233;"Winterreifen aufgezogen";0,00;0,00;0;11797
9234;"Endschalldämpfer erneuert";0,00;0,00;0;11797
9235;"Batterie erneuert";0,00;0,00;0;11797
9236;"Winterreifen Lassa 195/65R15";4,00;54,00;0;11797
9237;"Wuchten und Montage";4,00;6,00;0;11797
9238;"Batterie 12V/64AH";1,00;64,00;0;11797
9239;"Endschalldämpfer";1,00;119,00;0;11797
9240;"Auspuffschelle";1,00;2,20;0;11797
9241;"Motoröl gewechselt";0,00;0,00;0;11798
9242;"Dieselüberlaufleiitungen erneuert";0,00;0,00;0;11798
9243;"Feuerlöscher befestigt";0,00;0,00;0;11798
9244;"Motoröl";6,50;5,50;0;11798
9245;"Schläuche";1,00;3,00;0;11798
9246;"Winterreifen hinten erneuert";0,00;0,00;0;11799
9247;"Durchsicht ausgeführt";0,00;0,00;0;11799
9248;"Winterreifen 175/55R15";2,00;67,00;0;11799
9249;"Wuchten und Montage";2,00;7,00;0;11799
9250;"Motoröl";5,00;4,00;0;11799
9251;"Außenspiegelglas vorn rechts";1,00;32,90;0;11800
9252;"Spannrolle für Rippenriemen erneuert";0,00;0,00;0;11801
9253;"Spannrolle";1,00;49,00;0;11801
9254;"Motoröl und Filter gewechselt";0,00;0,00;0;11802
9255;"Motoröl";3,50;5,50;0;11802
9256;"Ölfilter";1,00;5,80;0;11802
9257;"Motoröl und Filter gewechselt";0,00;0,00;0;
9258;"Winterräder montiert";0,00;0,00;0;
9259;"Motoröl";5,50;5,50;0;
9260;"Motoröl und Fiilter gewechselt";0,00;0,00;0;11803
9261;"Winterräder montiert";0,00;0,00;0;11803
9262;"Motoröl";5,00;5,50;0;11803
9263;"Ölfilter";1,00;11,50;0;11803
9264;"Steuerriemen und Spannrolle erneuert";0,00;0,00;0;11804
9265;"Steuerriemenkit";1,00;58,00;0;11804
9266;"Rippenriemen";1,00;18,00;0;11804
9267;"Unfallschaden hinten beseitigen";0,00;0,00;0;11805
9268;"Seitenteil links erneuern undlaciieren";0,00;0,00;0;11805
9269;"Stoßfänger erneuern und lackieren";0,00;0,00;0;11805
9270;"Rückleuchte links erneuern";0,00;0,00;0;11805
9271;"Seitenteil";1,00;296,00;0;11805
9272;"Stoßfänger hinten";1,00;248,00;0;11805
9273;"Rückleuchte";1,00;68,00;0;11805
9274;"Holraumversiegelung und Unterbodenschutz";1,00;25,00;0;11805
9275;"Kleinteile";1,00;30,00;0;11805
9276;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;11806
9277;"AU ausgeführt";0,00;0,00;0;11806
9278;"Vor-und Endschalldämpfer erneuert";0,00;0,00;0;11806
9279;"Traggelenke vorn erneuert";0,00;0,00;0;11806
9280;"Mittelschalldämpfer";1,00;151,00;0;11806
9281;"Endschalldämpfer";1,00;141,00;0;11806
9282;"Auspuffmittelrohr";1,00;25,00;0;11806
9283;"Auspuffendrohr";1,00;31,00;0;11806
9284;"Traggelenk";2,00;54,10;0;11806
9285;"AU";1,00;20,00;0;11806
9286;"GTÜ-Vergütung";1,00;5,60;0;11806
9287;"GTÜ-Gebühr";1,00;43,00;0;11807
9288;"Batterie 12V55AH";1,00;55,00;0;11808
9289;"Reifen erneuert";0,00;0,00;0;11809
9290;"Kühlwasseranschluß erneuert";0,00;0,00;0;11809
9291;"Anschluß";1,00;12,60;0;11809
9292;"Reifen Bridgestone R 630 195/70R15";2,00;82,00;0;11809
9293;"Wuchten und Montage";2,00;6,00;0;11809
9294;"Riemenscheibe befestigt";0,00;0,00;0;11810
9295;"Keilriemen erneuert";0,00;0,00;0;11810
9296;"Zündkerzen erneuert";0,00;0,00;0;11810
9297;"Fahrzeug Winterfest gestellt";0,00;0,00;0;11810
9298;"Motoröl und Filter gewechselt";0,00;0,00;0;11810
9299;"AU ausgeführt";0,00;0,00;0;11810
9300;"AU";1,00;15,00;0;11810
9301;"Keilriemen";1,00;6,95;0;11810
9302;"Zündkerzen";1,00;3,90;0;11810
9303;"Motoröl";3,50;5,50;0;11810
9304;"Ölfilter";1,00;6,60;0;11810
9305;"Schraube";1,00;2,40;0;11810
9306;"Frostschutz Kühler";1,00;3,50;0;11810
9307;"Frostschutz Waschanlage";1,00;2,00;0;11810
9308;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;11811
9309;"AU ausgeführt";0,00;0,00;0;11811
9310;"Bremsbacken erneuert";0,00;0,00;0;11811
9311;"AU";1,00;25,00;0;11811
9312;"Bremsbacken";1,00;54,00;0;11811
9313;"Winterreifen erneuert und gewuchtet";0,00;0,00;0;11812
9314;"Motoröl und Filter gewechselt";0,00;0,00;0;11812
9315;"Motoröl";4,50;5,50;0;11812
9316;"Ölfilter";1,00;5,20;0;11812
9317;"Reifen Winter 195/65R15 RF Lassa";4,00;53,00;0;11812
9318;"Wuchten und Montage";4,00;6,00;0;11812
9319;"Bremsklötze vorn und hinten erneuert";0,00;0,00;0;11813
9320;"Rückleuchte instandgesetzt";0,00;0,00;0;11813
9321;"Bremsklötze vorn";1,00;55,00;0;11813
9322;"Bremsklötze hinten";1,00;43,00;0;11813
9323;"Kabel für Verschleißanzeige";2,00;4,40;0;11813
9324;"Heizungsventile gereinigt";0,00;0,00;0;11813
9325;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;11814
9326;"AU ausgeführt";0,00;0,00;0;11814
9327;"Reifen vorn erneuert";0,00;0,00;0;11814
9328;"Reifen 165/70R13";2,00;36,00;0;11814
9329;"Wuchten und Montage";2,00;6,00;0;11814
9330;"AU";1,00;25,00;0;11814
9331;"TÜV-Vergütung";1,00;5,60;0;11814
9332;"TÜV-Gebühr";1,00;43,00;0;11815
9333;"Winterreifen aufgezogen";0,00;0,00;0;11816
9334;"Felgen erneuert";0,00;0,00;0;11816
9335;"Felgen Punto";4,00;34,05;0;11816
9336;"Wuchtten und Montage";4,00;5,17;0;11816
9337;"Winterreifen erneuert und gewuchtet
Winterreifen  erneuert und gewuchtet";0,00;0,00;0;11817
